"mu","clonalmutations","cellularity","weight"
0.7464578445503642,134.83218497109465,1.039254844371844,0.004138469217293789
0.9536355542384308,95.39434315761855,1.019103806625982,0.009812115776262382
0.8381268353893435,1087.9709137897755,1.083494639407397,0.0020333611231891867
0.8204963749748773,2095.94037115587,1.095460814537529,0.0028427306434034745
1.172958461327073,1693.6467028618504,1.0836258859668715,0.0018846824038726822
1.028927774003928,343.7374331548767,1.057555077750781,0.0020334843305599907
1.1967276093961052,396.67904454053746,1.0842376727752878,0.0020509618371971016
1.090092463937213,32.0653234436445,1.0214357953373867,0.008605343424159913
0.7216440825614319,401.7322109560439,1.0853373732380835,0.002165740527701486
1.1077581956886966,773.9465161361052,1.0883778869070844,0.002133181313891213
0.9059565974305515,653.1026648851723,1.0931205754928572,0.0022019720817724182
0.9876881417282855,2603.8633509723786,1.089162526000695,0.005854655845765452
1.009832138512818,517.0445443210754,1.0638146352555227,0.002069312555877542
1.462327997412506,440.5313172427418,1.0997072006015967,0.002378851770098139
1.0226992764722667,1299.7844442186474,1.0973831978875492,0.002124523817291185
1.0221480303774853,304.5026082581112,1.0864428388886274,0.0021528939759328366
1.2971149324610909,136.97628801007477,1.0851897713201575,0.0021072122019674213
0.9999094163630299,149.47628409568983,1.0719203088515836,0.0021258587278884062
0.6824980417929984,351.14774190809567,1.0933692595691238,0.0022599217635984833
0.8714645736606323,385.85139598781666,1.05723576583488,0.0020334843305599907
1.0863999988209327,176.7725178224207,1.0958173733717826,0.0023221648481214496
1.0031438255099498,208.753149428989,1.0805709468479587,0.0021478702348893862
0.9879554110698939,1329.4692152034986,1.0914223382164219,0.0020291794937108026
0.9027748280730366,2.486153529313242,1.0413552755902702,0.0037179122622920846
1.1732283027013954,297.9347579005316,1.0484047115945598,0.0026146206634832282
0.8844309394358555,1259.4705850557789,1.084709319554381,0.0019968008602052846
0.6948990750414796,241.7146988421805,1.068518955319425,0.002143385443742891
0.6997840095523082,193.8722498893444,1.0527147510561123,0.002402838417191267
1.4723595997591343,522.4787650205251,1.0932214506610862,0.002290859013454869
1.3810926502531322,185.17167854999593,1.0787008443798698,0.0021187280571791393
1.2644564492532633,138.02618575112615,1.0714291352198613,0.0020530280647659375
0.7967916554310883,289.53439067207023,1.0819237056366713,0.0021617565257487006
1.001045027004467,2240.0533680516,1.088348120416958,0.0035131722927746684
0.8451954780637322,484.74738777536504,1.0876012277161888,0.0021516151231198944
1.1548022326872882,90.73634202325479,1.037725834887879,0.004337937097201284
1.0306627178726413,97.47202970785884,1.073256001948148,0.002146463878777173
1.3222562002308336,1310.0273369375216,1.0884233490026978,0.0019592087672960093
0.9069344951281422,80.68524088769823,1.0969461532142306,0.0023358167198490693
0.845562889538607,2024.7564159216083,1.090529121220345,0.0024496675494609017
1.121183714668716,355.16122813752554,1.071107675895729,0.0020959268309522854
1.2851738216447348,341.4682521200916,1.0676898230314693,0.0020410891733763223
1.2153941043523147,71.49574266117133,1.0975896179007303,0.002224854641372485
0.9117611772717762,137.457222388962,1.0755059845648065,0.002146463878777173
0.7808400835154996,1265.5409245297694,1.0849985796910429,0.0020148593133045884
0.5638707746294348,269.14409730652176,1.0936724965820108,0.0023943223709206054
0.6573897158270324,734.0940364586752,1.0728287824767584,0.0021208828849549853
1.2319715016156076,58.980551990439835,1.0976986105372502,0.0022465474013611997
1.1539366670080984,304.2317672962679,1.0735112996119964,0.0020263333145169754
0.7862815415033201,212.84554145670018,1.0753071952141542,0.0021451671759804987
0.7622095076089368,1609.1809476673602,1.0982352052693103,0.002130054710712836
1.1779197494247597,949.1083652844147,1.0875587285388277,0.001991618033492802
1.0078876063384978,365.689796863167,1.0663260414646067,0.0020773370105741404
0.6784927962058793,1317.3789507488177,1.0924155400597453,0.002089618861553689
0.8382026152174608,485.44122219318297,1.0916546550943484,0.002201878451188474
1.3510133386991598,488.09001134410505,1.069300668097838,0.002045013072655401
0.824901512501506,1407.3876237916186,1.0918891569723326,0.0020654874035407928
1.4142154754855405,283.038554179318,1.065906360706054,0.0020912574431037946
0.9102275600463038,188.581975875637,1.0698661785426904,0.0021258587278884062
1.154431371713219,253.34813155990014,1.0853171357991003,0.002064643857828339
1.031216661252457,467.6986749728708,1.0841286188850212,0.00213633645315619
0.9654834816475425,63.12517507323537,1.0757367094291865,0.002146463878777173
0.9699887307122341,2227.5170190584095,1.0998562668863383,0.0035116094371939657
0.536260048245518,375.76644276655975,1.0586189908582662,0.002166121184608013
1.5236539755144163,350.2113251032124,1.0616048057313465,0.002229971285211523
1.1973921243844994,65.4918128099464,1.0930857253011772,0.0021590020464163
1.0236697265349046,1410.1029854221626,1.091498813685729,0.0020291794937108026
1.084310394587086,1487.7240566060884,1.0830902616198468,0.0019968008602052846
0.7914230260642965,360.1519878008294,1.078238804906789,0.002142553571851276
1.118772124828743,1363.9960021122172,1.096039691547234,0.0021189711824745605
0.9220693362527566,156.78602502800516,1.0855723404123336,0.0021762474000151352
0.7481278503378006,945.3559251623499,1.093311616845884,0.0021589412990593916
1.1517329125104077,79.69857032718255,1.0735450109736995,0.002052400645002156
1.6558862487684274,96.32698255441119,1.0837463173068065,0.002748795555833971
0.9773858234974336,286.62829617128546,1.082583156984601,0.0021528939759328366
0.8263342236535296,172.62531106674726,1.0830080505989683,0.0021977148605639763
1.1142991733102385,624.4051227153054,1.074740602234321,0.002091193997692357
0.5106646578836889,218.33321390055016,1.0740723949174262,0.002314494743348226
1.2307087427582464,600.0554882449412,1.0955853170977987,0.0021564941691060028
1.2622048120197285,426.77675581975313,1.0892554103602625,0.00208623098009438
0.9376953123075954,37.94172948146638,1.0961632588861283,0.0023291064411752166
0.7058375157608114,353.75967696044813,1.0886941642260406,0.002189175325249434
0.7428138475288525,2066.4019772800584,1.0972494919670146,0.002732147138046163
1.1841306809225967,525.854749097763,1.0885380278762065,0.0020639833463748664
0.7492258608583086,15.586033560983878,1.0706245597796262,0.0021635403745500336
0.9960153359407427,167.6757364465077,1.0696520772279883,0.0021258587278884062
1.0702180314946714,333.6143851556483,1.0813812974938946,0.0021409824860753016
1.6921831161131031,983.2797247103174,1.0970632939998837,0.0030313842455674126
0.8466057086833103,107.38713904993233,1.0673169975031405,0.002131674831367474
1.0553427372344804,403.7789058304736,1.0911354458401514,0.0021822945328371928
0.8352736572014147,34.040708221519026,1.0920847809509255,0.0022719789053550006
1.2178079644857385,198.36386147584525,1.0880422052831598,0.0020940898053462484
1.1005225923107336,916.0297777847527,1.0972888216621337,0.0022027931131511887
1.0889867603250059,204.76911503377028,1.0547266608759478,0.0021602915536837984
1.005714456764886,76.3060049938997,1.0545351961055496,0.002188737870791151
1.3918938725702303,1931.0391306483132,1.0930041146780292,0.002056476979033009
1.0926846281977123,917.8128863873387,1.0734430775878288,0.00203361221353398
0.8368481299565207,395.80843729495245,1.084297277766402,0.002165740527701486
0.9741422736553336,18.88087697047854,1.0540734279133905,0.002247280067800231
1.3299271928428074,454.8138475915873,1.0949747265181067,0.00220175531201641
1.4844020844137713,82.54160788986769,1.0756839041302502,0.0022377341991904986
1.1185997124398397,176.71413016144675,1.0998904848365358,0.002381297139811075
1.216075022040338,191.8766493310302,1.0792414142952964,0.002058225886322149
1.023384031216232,31.813382709539837,1.0425749772305413,0.003627854967589783
0.6071567900623485,688.4823659082545,1.0799094388762114,0.0021803171655637842
1.0140658565624079,148.93889107193672,1.0596231078799132,0.0020846658881277925
0.7442218018615075,31.340532516537678,1.0731731453622333,0.00217312957020596
1.0774038907256376,81.5482059248302,1.0471693859723414,0.0029686524455166327
0.9126205288136255,1347.8162730345116,1.0965504247450804,0.002124523817291185
0.7888720253570691,1371.7947660415973,1.081971380296054,0.002004422585837771
0.3052036016091645,17.821719818668157,1.080753621357118,0.00301130182693964
0.5666196011617748,1092.550933698956,1.097075245921516,0.0022530116517477414
1.2129021566066207,604.644883231611,1.0967284302867835,0.0021655298208872863
0.771136081699268,494.915057536273,1.0743551655496892,0.0021219621187146664
1.0919158821033823,2.2136689473950355,1.0839905966566459,0.002193933575262705
0.6191983738637434,219.99016313477546,1.078149154260358,0.002204981607152648
1.0661703832439389,268.65756633366095,1.0893306741368263,0.002183165698170435
0.5086830741438277,331.6691320033101,1.095794849378132,0.0025187379292005985
1.141165734345371,173.92278305939334,1.0729174980054927,0.00214056690552411
1.3781057788251512,139.07099975653023,1.0792188335940938,0.002124505155699913
1.3224578764471104,124.90737247813036,1.0785495088534025,0.002085255196683732
1.47473535253765,1744.8403115064077,1.0931523597411656,0.002115613546044015
1.2544856347171744,621.6941235179768,1.0957338333059292,0.0021757905942156428
