"median","mean","lowerq95","upperq95","lowerquartile","upperquartile","VAF","truecounts"
344.0,340.4839126742016,266.3363961485357,406.6981914728284,305.75727100259815,369.0422748889542,0.005,0
451.0,466.76364991643266,401.65126412789044,547.7701995630229,422.52055445859975,516.3112953660166,0.015,0
254.0,258.5545258891913,219.2481626265791,308.3782976739409,237.2892896555157,276.57571090279816,0.025,7
145.0,140.24535272504792,104.10554919987048,173.78405018199555,122.09970386149867,156.66582514425932,0.035,0
73.0,77.36906096278518,59.27115481090724,107.24709687709603,65.7994834903283,84.85254298039908,0.045,2
41.0,40.29180727907236,31.252234763223193,49.11754629692289,37.49588635884617,42.0,0.055,12
29.0,30.069939387767224,27.0,37.062314706716926,28.0,30.39738239035872,0.065,8
26.0,23.8508277561875,14.521360053287685,33.85099781511445,18.92000336055122,28.0,0.075,7
28.0,27.09487840842606,14.250632543896156,35.68178534897016,23.550384824304203,31.975457423891015,0.085,33
35.0,33.134688285230744,23.930984596552666,39.74112300299268,28.968901514299613,36.27427401113731,0.095,19
32.0,32.00450302575228,21.629360845780663,42.743854446313044,30.0,33.96049456487366,0.105,31
38.0,37.97297821622749,28.75855769504613,46.54352517053614,34.356902696383735,42.2530001130481,0.115,56
36.0,36.6977506566242,30.91281603197261,41.6782521766824,35.0,39.65187098502886,0.125,60
34.0,32.12059779271507,22.9094039990817,38.69440427517795,29.400636108675656,35.07408060497719,0.135,42
25.0,25.267703055251697,19.0,31.0,23.0,27.261338445981046,0.145,26
22.0,21.660857500974167,17.0,28.301168434845113,17.718137465536127,24.556160034919646,0.155,19
16.0,16.839477970166946,8.9094039990817,26.041606412766946,13.513136828688687,19.360756549536024,0.165,9
11.0,12.513032640259471,10.0,18.0,10.0,14.877141326089404,0.175,16
8.0,7.660827876956382,2.2037229739883704,14.04535604691047,5.774070418561541,9.155841967584315,0.185,7
7.0,6.671549659742525,1.5002530175584625,10.864466358156793,5.0,8.331436345223237,0.195,10
3.0,4.322264362868508,1.2999387520111074,8.0,2.0,7.117753254005308,0.205,4
2.0,2.415528240224134,0.0,7.484326668197163,1.9182419979811418,2.110451689957368,0.215,3
1.0,1.553087849252727,0.0,4.0,0.0,2.391687357285474,0.225,1
1.0,1.04498690085871,0.0,3.0,0.0,1.3113001023541329,0.235,2
1.0,1.0559668572051257,0.0,3.7656781674613296,0.0,1.431465412172182,0.245,0
